5be4b0d5-3c35-4c41-b4dd-ff8692a8f8e7,view,VIEW,ef206c9b-8cf9-423c-bb4f-a1f7b7bf71a5
1a089a96-5a6a-46f4-9676-0688b303b41f,restricted,RESTRICTED,97de0aa0-3d10-4a60-b21c-600fa4cb329e
38dd0ecf-03cf-416c-89a4-03649628c688,edit,EDIT,c56ebc81-1efa-498d-ba2e-4686d1117e15
